f_cameraSpotX,f_cameraSpotY,sz_zSpots
-1663.320557,669.334106,-46.399902+0
-1663.320557,650.057495,-49.894356+0
-1663.320557,630.780884,-53.388809+0
-1663.320557,611.504333,-56.883251+0
-1663.320557,592.227722,-50.735062+0
-1663.320557,572.951111,-51.396717+0
-1663.320557,553.674500,-52.058372+0
-1663.320557,534.397888,-52.720024+0
-1663.320557,515.121338,-53.381676+0
-1663.320557,495.844757,-54.043331+0
-1663.320557,476.568146,-54.704987+0
-1663.320557,457.291565,-55.366638+0
-1663.320557,438.014954,-56.028294+0
-1663.320557,418.738373,-56.689945+0
-1663.320557,399.461761,-57.465553+0
-1663.320557,380.185150,-57.554859+0
-1663.320557,360.908569,-57.644165+0
-1663.320557,341.631958,-57.733471+0
-1663.320557,322.355377,-57.822777+0
-1663.320557,303.078766,-57.912086+0
-1663.320557,283.802185,-58.001392+0
-1663.320557,264.525574,-58.090698+0
-1663.320557,245.248962,-58.180004+0
-1663.320557,225.972382,-58.269310+0
-1663.320557,206.695770,-58.358616+0
-1663.320557,187.419189,-58.447922+0
-1663.320557,168.142578,-58.537231+0
-1663.320557,148.865967,-58.626537+0
-1663.320557,129.589386,-58.715843+0
-1663.320557,110.312782,-58.805149+0
-1663.320557,91.036186,-58.894455+0
-1663.320557,71.759590,-58.968750+0
-1663.320557,52.482986,-58.968750+0
-1663.320557,33.206390,-58.968750+0
-1663.320557,13.929794,-58.968750+0
-1663.320557,-5.346806,-58.968750+0
-1663.320557,-24.623404,-58.968750+0
-1663.320557,-43.900002,-58.968750+0
-1663.320557,-63.176598,-58.968750+0
-1643.578857,842.823486,-45.513676+0
-1643.578857,823.546875,-46.144836+0
-1643.578857,804.270264,-46.775997+0
-1643.578857,784.993713,-46.698143+0
-1643.578857,765.717102,-46.631046+0
-1643.578857,746.440491,-46.563950+0
-1643.578857,727.163879,-46.496853+0
-1643.578857,707.887268,-46.429760+0
-1643.578857,688.610718,-46.362663+0
-1643.578857,669.334106,-49.406910+0
-1643.578857,650.057495,-43.891716+0
-1643.578857,630.780884,-49.248405+0
-1643.578857,611.504333,-50.739208+0
-1643.578857,592.227722,-50.745827+0
-1643.578857,572.951111,-51.407482+0
-1643.578857,553.674500,-52.069138+0
-1643.578857,534.397888,-52.730789+0
-1643.578857,515.121338,-53.392441+0
-1643.578857,495.844757,-54.054096+0
-1643.578857,476.568146,-54.715752+0
-1643.578857,457.291565,-55.377403+0
-1643.578857,438.014954,-56.039059+0
-1643.578857,418.738373,-56.700710+0
-1643.578857,399.461761,-57.465553+0
-1643.578857,380.185150,-57.554859+0
-1643.578857,360.908569,-57.644165+0
-1643.578857,341.631958,-57.733471+0
-1643.578857,322.355377,-57.822777+0
-1643.578857,303.078766,-57.912086+0
-1643.578857,283.802185,-58.001392+0
-1643.578857,264.525574,-58.090698+0
-1643.578857,245.248962,-58.180004+0
-1643.578857,225.972382,-58.269310+0
-1643.578857,206.695770,-58.358616+0
-1643.578857,187.419189,-58.447922+0
-1643.578857,168.142578,-58.537231+0
-1643.578857,148.865967,-58.626537+0
-1643.578857,129.589386,-58.715843+0
-1643.578857,110.312782,-58.805149+0
-1643.578857,91.036186,-58.894455+0
-1643.578857,71.759590,-58.968750+0
-1643.578857,52.482986,-58.968750+0
-1643.578857,33.206390,-58.968750+0
-1643.578857,13.929794,-58.968750+0
-1643.578857,-5.346806,-66.484558+0
-1643.578857,-24.623404,-55.535446+0
-1623.837158,842.823486,-45.350918+0
-1623.837158,823.546875,-45.982079+0
-1623.837158,804.270264,-46.613239+0
-1623.837158,784.993713,-46.610332+0
-1623.837158,765.717102,-46.543236+0
-1623.837158,746.440491,-46.476139+0
-1623.837158,727.163879,-46.409042+0
-1623.837158,707.887268,-46.341949+0
-1623.837158,688.610718,-46.274853+0
-1623.837158,669.334106,-47.184204+0
-1623.837158,650.057495,-41.669010+0
-1623.837158,630.780884,-39.888477+0
-1623.837158,611.504333,-50.739208+0
-1623.837158,592.227722,-50.756588+0
-1623.837158,572.951111,-51.418243+0
-1623.837158,553.674500,-52.079895+0
-1623.837158,534.397888,-52.741550+0
-1623.837158,515.121338,-53.403202+0
-1623.837158,495.844757,-54.064857+0
-1623.837158,476.568146,-54.726513+0
-1623.837158,457.291565,-55.388165+0
-1623.837158,438.014954,-56.049820+0
-1623.837158,418.738373,-56.711472+0
-1623.837158,399.461761,-57.465553+0
-1623.837158,380.185150,-57.554859+0
-1623.837158,360.908569,-57.644165+0
-1623.837158,341.631958,-57.733471+0
-1623.837158,322.355377,-57.822777+0
-1623.837158,303.078766,-57.912086+0
-1623.837158,283.802185,-58.001392+0
-1623.837158,264.525574,-58.090698+0
-1623.837158,245.248962,-58.180004+0
-1623.837158,225.972382,-58.269310+0
-1623.837158,206.695770,-58.358616+0
-1623.837158,187.419189,-58.447922+0
-1623.837158,168.142578,-58.537231+0
-1623.837158,148.865967,-58.626537+0
-1623.837158,129.589386,-58.715843+0
-1623.837158,110.312782,-58.805149+0
-1623.837158,91.036186,-58.894455+0
-1623.837158,71.759590,-58.968750+0
-1623.837158,52.482986,-58.968750+0
-1623.837158,33.206390,-58.968750+0
-1623.837158,13.929794,-58.968750+0
-1604.095459,842.823486,-45.188164+0
-1604.095459,823.546875,-45.819324+0
-1604.095459,804.270264,-46.450485+0
-1604.095459,784.993713,-46.522522+0
-1604.095459,765.717102,-46.455425+0
-1604.095459,746.440491,-46.388329+0
-1604.095459,727.163879,-46.321232+0
-1604.095459,707.887268,-46.254139+0
-1604.095459,688.610718,-46.187042+0
-1604.095459,669.334106,-44.961498+0
-1604.095459,650.057495,-39.446304+0
-1604.095459,630.780884,-40.391819+0
-1604.095459,611.504333,-50.739208+0
-1604.095459,592.227722,-50.767353+0
-1604.095459,572.951111,-51.429008+0
-1604.095459,553.674500,-52.090660+0
-1604.095459,534.397888,-52.752316+0
-1604.095459,515.121338,-53.413967+0
-1604.095459,495.844757,-54.075623+0
-1604.095459,476.568146,-54.737278+0
-1604.095459,457.291565,-55.398930+0
-1604.095459,438.014954,-56.060585+0
-1604.095459,418.738373,-56.722237+0
-1604.095459,399.461761,-57.465553+0
-1604.095459,380.185150,-57.554859+0
-1604.095459,360.908569,-57.644165+0
-1604.095459,341.631958,-57.733471+0
-1604.095459,322.355377,-57.822777+0
-1604.095459,303.078766,-57.912086+0
-1604.095459,283.802185,-58.001392+0
-1604.095459,264.525574,-58.090698+0
-1604.095459,245.248962,-58.180004+0
-1604.095459,225.972382,-58.269310+0
-1604.095459,206.695770,-58.358616+0
-1604.095459,187.419189,-58.447922+0
-1604.095459,168.142578,-58.537231+0
-1604.095459,148.865967,-58.626537+0
-1604.095459,129.589386,-58.715843+0
-1604.095459,110.312782,-58.805149+0
-1604.095459,91.036186,-58.894455+0
-1604.095459,71.759590,-58.968750+0
-1604.095459,52.482986,-58.968750+0
-1604.095459,33.206390,-58.968750+0
-1604.095459,13.929794,-58.968750+0
-1584.353760,862.100098,-47.030857+0
-1584.353760,842.823486,-46.889175+0
-1584.353760,823.546875,-46.747490+0
-1584.353760,804.270264,-46.605808+0
-1584.353760,784.993713,-46.464127+0
-1584.353760,765.717102,-46.322445+0
-1584.353760,746.440491,-46.180759+0
-1584.353760,727.163879,-46.039078+0
-1584.353760,707.887268,-45.897396+0
-1584.353760,688.610718,-45.755714+0
-1584.353760,669.334106,-43.941292+0
-1584.353760,650.057495,-38.983536+0
-1584.353760,630.780884,-40.895164+0
-1584.353760,611.504333,-51.485592+0
-1584.353760,592.227722,-50.778114+0
-1584.353760,572.951111,-51.439770+0
-1584.353760,553.674500,-52.101425+0
-1584.353760,534.397888,-52.763077+0
-1584.353760,515.121338,-53.424728+0
-1584.353760,495.844757,-54.086384+0
-1584.353760,476.568146,-54.748039+0
-1584.353760,457.291565,-55.409691+0
-1584.353760,438.014954,-56.071346+0
-1584.353760,418.738373,-56.732998+0
-1584.353760,399.461761,-57.465553+0
-1584.353760,380.185150,-57.554859+0
-1584.353760,360.908569,-57.644165+0
-1584.353760,341.631958,-57.733471+0
-1584.353760,322.355377,-57.822777+0
-1584.353760,303.078766,-57.912086+0
-1584.353760,283.802185,-58.001392+0
-1584.353760,264.525574,-58.090698+0
-1584.353760,245.248962,-58.180004+0
-1584.353760,225.972382,-58.269310+0
-1584.353760,206.695770,-58.358616+0
-1584.353760,187.419189,-58.447922+0
-1584.353760,168.142578,-58.537231+0
-1584.353760,148.865967,-58.626537+0
-1584.353760,129.589386,-58.715843+0
-1584.353760,110.312782,-58.805149+0
-1584.353760,91.036186,-58.894455+0
-1584.353760,71.759590,-58.968750+0
-1584.353760,52.482986,-58.968750+0
-1584.353760,33.206390,-53.680592+0
-1564.612061,862.100098,-46.443157+0
-1564.612061,842.823486,-46.301476+0
-1564.612061,823.546875,-46.159790+0
-1564.612061,804.270264,-46.018108+0
-1564.612061,784.993713,-45.876427+0
-1564.612061,765.717102,-45.734745+0
-1564.612061,746.440491,-45.593060+0
-1564.612061,727.163879,-45.451378+0
-1564.612061,707.887268,-45.309696+0
-1564.612061,688.610718,-45.168015+0
-1564.612061,669.334106,-43.941292+0
-1564.612061,650.057495,-38.983536+0
-1564.612061,630.780884,-41.398506+0
-1564.612061,611.504333,-51.400608+0
-1564.612061,592.227722,-50.788879+0
-1564.612061,572.951111,-51.450535+0
-1564.612061,553.674500,-52.112190+0
-1564.612061,534.397888,-52.773842+0
-1564.612061,515.121338,-53.435493+0
-1564.612061,495.844757,-54.097149+0
-1564.612061,476.568146,-54.758804+0
-1564.612061,457.291565,-55.420456+0
-1564.612061,438.014954,-56.082111+0
-1564.612061,418.738373,-56.743763+0
-1564.612061,399.461761,-57.465553+0
-1564.612061,380.185150,-57.554859+0
-1564.612061,360.908569,-57.644165+0
-1564.612061,341.631958,-57.733471+0
-1564.612061,322.355377,-57.822777+0
-1564.612061,303.078766,-57.912086+0
-1564.612061,283.802185,-58.001392+0
-1564.612061,264.525574,-58.090698+0
-1564.612061,245.248962,-58.180004+0
-1564.612061,225.972382,-58.269310+0
-1564.612061,206.695770,-58.358616+0
-1564.612061,187.419189,-58.447922+0
-1564.612061,168.142578,-58.537231+0
-1564.612061,148.865967,-58.626537+0
-1564.612061,129.589386,-58.715843+0
-1564.612061,110.312782,-58.805149+0
-1564.612061,91.036186,-58.894455+0
-1564.612061,71.759590,-58.968750+0
-1564.612061,52.482986,-58.968750+0
-1564.612061,33.206390,-48.582664+0
-1544.870239,862.100098,-45.855457+0
-1544.870239,842.823486,-45.713776+0
-1544.870239,823.546875,-45.572090+0
-1544.870239,804.270264,-45.430408+0
-1544.870239,784.993713,-45.288723+0
-1544.870239,765.717102,-45.147041+0
-1544.870239,746.440491,-45.005360+0
-1544.870239,727.163879,-44.863674+0
-1544.870239,707.887268,-44.721992+0
-1544.870239,688.610718,-44.580311+0
-1544.870239,669.334106,-43.941292+0
-1544.870239,650.057495,-38.983536+0
-1544.870239,630.780884,-41.901852+0
-1544.870239,611.504333,-52.856216+0
-1544.870239,592.227722,-50.799641+0
-1544.870239,572.951111,-51.461296+0
-1544.870239,553.674500,-52.122948+0
-1544.870239,534.397888,-52.784603+0
-1544.870239,515.121338,-53.446255+0
-1544.870239,495.844757,-54.107910+0
-1544.870239,476.568146,-54.769566+0
-1544.870239,457.291565,-55.431217+0
-1544.870239,438.014954,-56.092873+0
-1544.870239,418.738373,-56.754524+0
-1544.870239,399.461761,-57.465553+0
-1544.870239,380.185150,-57.554859+0
-1544.870239,360.908569,-57.644165+0
-1544.870239,341.631958,-57.733471+0
-1544.870239,322.355377,-57.822777+0
-1544.870239,303.078766,-57.912086+0
-1544.870239,283.802185,-58.001392+0
-1544.870239,264.525574,-58.090698+0
-1544.870239,245.248962,-58.180004+0
-1544.870239,225.972382,-58.269310+0
-1544.870239,206.695770,-58.358616+0
-1544.870239,187.419189,-58.447922+0
-1544.870239,168.142578,-58.537231+0
-1544.870239,148.865967,-58.626537+0
-1544.870239,129.589386,-58.715843+0
-1544.870239,110.312782,-58.805149+0
-1544.870239,91.036186,-58.894455+0
-1544.870239,71.759590,-58.968750+0
-1544.870239,52.482986,-58.968750+0
-1544.870239,33.206390,-58.968750+0
-1544.870239,-5.346806,-58.968750+0
-1544.870239,-24.623404,-58.968750+0
-1544.870239,-43.900002,-58.968750+0
-1544.870239,-63.176598,-58.968750+0
-1544.870239,-82.453201,-58.968750+0
-1544.870239,-101.729797,-58.968750+0
-1544.870239,-121.006393,-58.968750+0
-1544.870239,-140.282990,-58.968750+0
-1544.870239,-159.559601,-58.968750+0
-1544.870239,-178.836182,-58.968750+0
-1544.870239,-198.112793,-58.968750+0
-1525.128540,862.100098,-45.267757+0
-1525.128540,842.823486,-45.126076+0
-1525.128540,823.546875,-44.984390+0
-1525.128540,804.270264,-44.842709+0
-1525.128540,784.993713,-44.701027+0
-1525.128540,765.717102,-44.559345+0
-1525.128540,746.440491,-44.417660+0
-1525.128540,727.163879,-44.275978+0
-1525.128540,707.887268,-44.134296+0
-1525.128540,688.610718,-43.992615+0
-1525.128540,669.334106,-43.941292+0
-1525.128540,650.057495,-38.983536+0
-1525.128540,630.780884,-42.405193+0
-1525.128540,611.504333,-52.009743+0
-1525.128540,592.227722,-50.810406+0
-1525.128540,572.951111,-51.472061+0
-1525.128540,553.674500,-52.133713+0
-1525.128540,534.397888,-52.795368+0
-1525.128540,515.121338,-53.457020+0
-1525.128540,495.844757,-54.118675+0
-1525.128540,476.568146,-54.780331+0
-1525.128540,457.291565,-55.441982+0
-1525.128540,438.014954,-56.103638+0
-1525.128540,418.738373,-56.765289+0
-1525.128540,399.461761,-57.465553+0
-1525.128540,380.185150,-57.554859+0
-1525.128540,360.908569,-57.644165+0
-1525.128540,341.631958,-57.733471+0
-1525.128540,322.355377,-57.822777+0
-1525.128540,303.078766,-57.912086+0
-1525.128540,283.802185,-58.001392+0
-1525.128540,264.525574,-58.090698+0
-1525.128540,245.248962,-58.180004+0
-1525.128540,225.972382,-58.269310+0
-1525.128540,206.695770,-58.358616+0
-1525.128540,187.419189,-58.447922+0
-1525.128540,168.142578,-58.537231+0
-1525.128540,148.865967,-58.626537+0
-1525.128540,129.589386,-58.715843+0
-1525.128540,110.312782,-58.805149+0
-1525.128540,91.036186,-58.894455+0
-1525.128540,71.759590,-58.968750+0
-1525.128540,52.482986,-58.968750+0
-1525.128540,33.206390,-58.968750+0
-1525.128540,-5.346806,-58.968750+0
-1525.128540,-24.623404,-58.968750+0
-1525.128540,-43.900002,-58.968750+0
-1525.128540,-63.176598,-58.968750+0
-1525.128540,-82.453201,-58.968750+0
-1525.128540,-101.729797,-58.968750+0
-1525.128540,-121.006393,-58.968750+0
-1525.128540,-140.282990,-58.968750+0
-1525.128540,-159.559601,-58.968750+0
-1525.128540,-178.836182,-58.968750+0
-1525.128540,-198.112793,-58.968750+0
-1505.386841,862.100098,-44.680058+0
-1505.386841,842.823486,-44.538376+0
-1505.386841,823.546875,-44.396690+0
-1505.386841,804.270264,-44.255009+0
-1505.386841,784.993713,-44.113327+0
-1505.386841,765.717102,-43.971645+0
-1505.386841,746.440491,-43.829960+0
-1505.386841,727.163879,-43.688278+0
-1505.386841,707.887268,-43.546597+0
-1505.386841,688.610718,-43.404915+0
-1505.386841,669.334106,-43.756199+0
-1505.386841,650.057495,-38.982986+0
-1505.386841,630.780884,-42.908539+0
-1505.386841,611.504333,-51.163269+0
-1505.386841,592.227722,-50.821167+0
-1505.386841,572.951111,-51.482822+0
-1505.386841,553.674500,-52.144478+0
-1505.386841,534.397888,-52.806129+0
-1505.386841,515.121338,-53.467781+0
-1505.386841,495.844757,-54.129436+0
-1505.386841,476.568146,-54.791092+0
-1505.386841,457.291565,-55.452744+0
-1505.386841,438.014954,-56.114399+0
-1505.386841,418.738373,-56.776051+0
-1505.386841,399.461761,-57.465553+0
-1505.386841,380.185150,-57.554859+0
-1505.386841,360.908569,-57.644165+0
-1505.386841,341.631958,-57.733471+0
-1505.386841,322.355377,-57.822777+0
-1505.386841,303.078766,-57.912086+0
-1505.386841,283.802185,-58.001392+0
-1505.386841,264.525574,-58.090698+0
-1505.386841,245.248962,-58.180004+0
-1505.386841,225.972382,-58.269310+0
-1505.386841,206.695770,-58.358616+0
-1505.386841,187.419189,-58.447922+0
-1505.386841,168.142578,-58.537231+0
-1505.386841,148.865967,-58.626537+0
-1505.386841,129.589386,-58.715843+0
-1505.386841,110.312782,-58.805149+0
-1505.386841,91.036186,-58.894455+0
-1505.386841,71.759590,-58.968750+0
-1505.386841,52.482986,-58.968750+0
-1505.386841,33.206390,-58.968750+0
-1505.386841,13.929794,-58.968750+0
-1505.386841,-5.346806,-58.968750+0
-1505.386841,-24.623404,-58.968750+0
-1505.386841,-43.900002,-58.968750+0
-1505.386841,-63.176598,-58.968750+0
-1505.386841,-82.453201,-58.968750+0
-1505.386841,-101.729797,-58.968750+0
-1505.386841,-121.006393,-58.968750+0
-1505.386841,-140.282990,-58.968750+0
-1505.386841,-159.559601,-58.968750+0
-1505.386841,-178.836182,-58.968750+0
-1505.386841,-198.112793,-58.968750+0
-1485.645142,862.100098,-44.092361+0
-1485.645142,842.823486,-43.950680+0
-1485.645142,823.546875,-43.808994+0
-1485.645142,804.270264,-43.667313+0
-1485.645142,784.993713,-43.525631+0
-1485.645142,765.717102,-43.383949+0
-1485.645142,746.440491,-43.242264+0
-1485.645142,727.163879,-43.100582+0
-1485.645142,707.887268,-42.958900+0
-1485.645142,688.610718,-42.817219+0
-1485.645142,669.334106,-43.756199+0
-1485.645142,650.057495,-38.982986+0
-1485.645142,630.780884,-43.131317+0
-1485.645142,611.504333,-51.561111+0
-1485.645142,592.227722,-50.831932+0
-1485.645142,572.951111,-51.493587+0
-1485.645142,553.674500,-52.155243+0
-1485.645142,534.397888,-52.816895+0
-1485.645142,515.121338,-53.478546+0
-1485.645142,495.844757,-54.140202+0
-1485.645142,476.568146,-54.801857+0
-1485.645142,457.291565,-55.463509+0
-1485.645142,438.014954,-56.125164+0
-1485.645142,418.738373,-56.786816+0
-1485.645142,399.461761,-57.465553+0
-1485.645142,380.185150,-57.554859+0
-1485.645142,360.908569,-57.644165+0
-1485.645142,341.631958,-57.733471+0
-1485.645142,322.355377,-57.822777+0
-1485.645142,303.078766,-57.912086+0
-1485.645142,283.802185,-58.001392+0
-1485.645142,264.525574,-58.090698+0
-1485.645142,245.248962,-58.180004+0
-1485.645142,225.972382,-58.269310+0
-1485.645142,206.695770,-58.358616+0
-1485.645142,187.419189,-58.447922+0
-1485.645142,168.142578,-58.537231+0
-1485.645142,148.865967,-58.626537+0
-1485.645142,129.589386,-58.715843+0
-1485.645142,110.312782,-58.805149+0
-1485.645142,91.036186,-58.894455+0
-1485.645142,71.759590,-58.968750+0
-1485.645142,52.482986,-58.968750+0
-1485.645142,33.206390,-58.968750+0
-1485.645142,13.929794,-58.968750+0
-1485.645142,-5.346806,-58.968750+0
-1485.645142,-24.623404,-58.968750+0
-1485.645142,-43.900002,-58.968750+0
-1485.645142,-63.176598,-58.968750+0
-1485.645142,-82.453201,-58.968750+0
-1485.645142,-101.729797,-58.968750+0
-1485.645142,-121.006393,-58.968750+0
-1485.645142,-140.282990,-58.968750+0
-1485.645142,-159.559601,-58.968750+0
-1485.645142,-178.836182,-58.968750+0
-1485.645142,-198.112793,-58.968750+0
-1465.903442,862.100098,-43.504662+0
-1465.903442,842.823486,-43.362980+0
-1465.903442,823.546875,-43.221294+0
-1465.903442,804.270264,-43.079613+0
-1465.903442,784.993713,-42.937931+0
-1465.903442,765.717102,-42.796249+0
-1465.903442,746.440491,-42.654564+0
-1465.903442,727.163879,-42.512882+0
-1465.903442,707.887268,-42.371201+0
-1465.903442,688.610718,-42.229519+0
-1465.903442,669.334106,-39.895878+0
-1465.903442,650.057495,-38.971508+0
-1465.903442,630.780884,-42.566799+0
-1465.903442,611.504333,-49.978767+0
-1465.903442,592.227722,-50.842693+0
-1465.903442,572.951111,-51.504349+0
-1465.903442,553.674500,-52.166000+0
-1465.903442,534.397888,-52.827656+0
-1465.903442,515.121338,-53.489307+0
-1465.903442,495.844757,-54.150963+0
-1465.903442,476.568146,-54.812618+0
-1465.903442,457.291565,-55.474270+0
-1465.903442,438.014954,-56.135925+0
-1465.903442,418.738373,-56.797577+0
-1465.903442,399.461761,-57.465553+0
-1465.903442,380.185150,-57.554859+0
-1465.903442,360.908569,-57.644165+0
-1465.903442,341.631958,-57.733471+0
-1465.903442,322.355377,-57.822777+0
-1465.903442,303.078766,-57.912086+0
-1465.903442,283.802185,-58.001392+0
-1465.903442,264.525574,-58.090698+0
-1465.903442,245.248962,-58.180004+0
-1465.903442,225.972382,-58.269310+0
-1465.903442,206.695770,-58.358616+0
-1465.903442,187.419189,-58.447922+0
-1465.903442,168.142578,-58.537231+0
-1465.903442,148.865967,-58.626537+0
-1465.903442,129.589386,-58.715843+0
-1465.903442,110.312782,-58.805149+0
-1465.903442,91.036186,-58.894455+0
-1465.903442,71.759590,-58.968750+0
-1465.903442,52.482986,-58.968750+0
-1465.903442,33.206390,-58.968750+0
-1465.903442,-5.346806,-58.968750+0
-1465.903442,-24.623404,-58.968750+0
-1465.903442,-43.900002,-58.968750+0
-1465.903442,-63.176598,-58.968750+0
