f_cameraSpotX,f_cameraSpotY,sz_zSpots
-439.334229,630.780884,23.0312500
-439.334229,611.504333,23.0312500
-439.334229,592.227722,81.0312500
-439.334229,572.951111,45.0312500
-439.334229,553.674500,45.0312500
-439.334229,534.397888,45.0312500
-439.334229,515.121338,45.0312500
-439.334229,495.844757,45.0312500
-439.334229,476.568146,45.0312500
-439.334229,457.291565,45.0312500
-439.334229,438.014954,45.0312500
-439.334229,360.908569,192.1093290
-439.334229,341.631958,192.1093290
-439.334229,322.355377,192.1093290
-439.334229,303.078766,192.1093290
-439.334229,283.802185,189.0312500
-439.334229,264.525574,189.0312500
-439.334229,245.248962,189.0312500
-439.334229,225.972382,189.0312500
-439.334229,206.695770,189.0312500
-439.334229,187.419189,189.0312500
-439.334229,168.142578,189.0312500
-439.334229,148.865967,189.0312500
-439.334229,129.589386,189.0312500
-439.334229,110.312782,189.0312500
-439.334229,91.036186,189.0312500
-439.334229,71.759590,185.4812160
-439.334229,52.482986,191.6497340
-439.334229,-43.900002,197.0312500+19.286350+0
-439.334229,-63.176598,197.0312500+18.147984+0
-439.334229,-82.453201,197.0312500+17.009613+0
-439.334229,-101.729797,197.0312500+15.871246+0
-439.334229,-121.006393,197.0312500+14.732879+0
-439.334229,-140.282990,197.0312500+13.594511+0
-439.334229,-159.559601,197.0312500+12.906783+0
-439.334229,-178.836182,197.0312500+12.211584+0
-439.334229,-198.112793,197.0312500+11.516383+0
-439.334229,-217.389374,197.0312500+10.821183+0
-439.334229,-236.665985,197.0312500+12.560898+0
-439.334229,-255.942566,197.0312500+15.999489+0
-439.334229,-352.325562,197.0312500
-439.334229,-371.602173,197.0312500
-439.334229,-390.878754,197.0312500
-439.334229,-410.155365,197.0312500
-439.334229,-429.431946,197.0312500
-439.334229,-448.708557,197.0312500
-439.334229,-564.368164,197.0312500
-419.592407,919.929871,-22.8292900
-419.592407,900.653259,-22.8751870
-419.592407,881.376709,-22.9210830
-419.592407,862.100098,-22.9669800
-419.592407,842.823486,-22.1827560
-419.592407,823.546875,-22.0232320
-419.592407,804.270264,-21.8637050
-419.592407,784.993713,-21.7041820
-419.592407,360.908569,189.0312500
-419.592407,341.631958,189.0312500
-419.592407,322.355377,189.0312500
-419.592407,303.078766,189.0312500
-419.592407,283.802185,189.0312500
-419.592407,264.525574,189.0312500
-419.592407,245.248962,189.0312500
-419.592407,225.972382,189.0312500
-419.592407,206.695770,189.0312500
-419.592407,187.419189,189.0312500
-419.592407,168.142578,189.0312500
-419.592407,148.865967,189.0312500
-419.592407,129.589386,189.0312500
-419.592407,110.312782,189.0312500
-419.592407,91.036186,189.0312500
-419.592407,71.759590,190.0681760
-419.592407,52.482986,196.2366940
-419.592407,33.206390,197.0312500
-419.592407,13.929794,197.0312500
-419.592407,-5.346806,197.0312500
-419.592407,-24.623404,197.0312500
-419.592407,-43.900002,197.0312500+20.055054+0
-419.592407,-63.176598,197.0312500+18.916685+0
-419.592407,-82.453201,197.0312500+17.778316+0
-419.592407,-101.729797,197.0312500+16.639950+0
-419.592407,-121.006393,197.0312500+15.501581+0
-419.592407,-140.282990,197.0312500+14.363213+0
-419.592407,-159.559601,197.0312500+13.362637+0
-419.592407,-178.836182,197.0312500+12.667437+0
-419.592407,-198.112793,197.0312500+11.972237+0
-419.592407,-217.389374,197.0312500+11.277037+0
-419.592407,-236.665985,197.0312500+13.050283+0
-419.592407,-255.942566,197.0312500+16.488876+0
-419.592407,-275.219177,197.0312500
-419.592407,-294.495789,197.0312500
-419.592407,-313.772369,197.0312500
-419.592407,-333.048950,197.0312500
-419.592407,-352.325562,197.0312500
-419.592407,-371.602173,197.0312500
-419.592407,-390.878754,197.0312500
-419.592407,-410.155365,197.0312500
-419.592407,-429.431946,197.0312500
-419.592407,-448.708557,197.0312500
-419.592407,-467.985138,197.0312500
-419.592407,-487.261749,197.0312500
-419.592407,-506.538361,197.0312500
-419.592407,-525.814941,197.0312500
-419.592407,-545.091553,197.0312500
-419.592407,-564.368164,197.0312500
-419.592407,-583.644775,197.0312500
-399.850708,919.929871,-20.8358880
-399.850708,900.653259,-20.8817840
-399.850708,881.376709,-20.9276810
-399.850708,862.100098,-20.9735770
-399.850708,842.823486,-20.4031450
-399.850708,823.546875,-20.2436200
-399.850708,804.270264,-20.0840930
-399.850708,784.993713,-19.9245700
-399.850708,341.631958,189.0312500
-399.850708,322.355377,189.0312500
-399.850708,303.078766,189.0312500
-399.850708,283.802185,189.0312500
-399.850708,264.525574,189.0312500
-399.850708,245.248962,189.0312500
-399.850708,225.972382,189.0312500
-399.850708,206.695770,189.0312500
-399.850708,187.419189,189.0312500
-399.850708,168.142578,189.0312500
-399.850708,148.865967,189.0312500
-399.850708,129.589386,189.0312500
-399.850708,110.312782,189.0312500
-399.850708,91.036186,189.0312500
-399.850708,71.759590,190.0681760
-399.850708,52.482986,196.2366940
-399.850708,33.206390,197.0312500
-399.850708,13.929794,197.0312500
-399.850708,-5.346806,197.0312500
-399.850708,-24.623404,197.0312500
-399.850708,-43.900002,197.0312500+20.823753+0
-399.850708,-63.176598,197.0312500+19.685383+0
-399.850708,-82.453201,197.0312500+18.547016+0
-399.850708,-101.729797,197.0312500+17.408648+0
-399.850708,-121.006393,197.0312500+16.270279+0
-399.850708,-140.282990,197.0312500+15.131912+0
-399.850708,-159.559601,197.0312500+13.070484+0
-399.850708,-178.836182,197.0312500+13.650533+0
-399.850708,-198.112793,197.0312500+14.230583+0
-399.850708,-217.389374,197.0312500+14.720844+0
-399.850708,-236.665985,197.0312500+15.378563+0
-399.850708,-255.942566,197.0312500
-399.850708,-275.219177,197.0312500
-399.850708,-294.495789,197.0312500
-399.850708,-313.772369,197.0312500
-399.850708,-333.048950,197.0312500
-399.850708,-352.325562,197.0312500
-399.850708,-371.602173,197.0312500
-399.850708,-390.878754,197.0312500
-399.850708,-410.155365,197.0312500
-399.850708,-429.431946,197.0312500
-399.850708,-448.708557,197.0312500
-399.850708,-467.985138,197.0312500
-399.850708,-487.261749,197.0312500
-399.850708,-506.538361,197.0312500
-399.850708,-525.814941,197.0312500
-399.850708,-545.091553,197.0312500
-399.850708,-564.368164,197.0312500
-399.850708,-583.644775,187.3998110
-380.109009,919.929871,-18.8424850
-380.109009,900.653259,-18.8883820
-380.109009,881.376709,-18.9342780
-380.109009,862.100098,-18.9801750
-380.109009,842.823486,-18.6235330
-380.109009,823.546875,-18.4640080
-380.109009,804.270264,-18.3044820
-380.109009,784.993713,-18.1449580
-380.109009,341.631958,189.0312500
-380.109009,322.355377,189.0312500
-380.109009,303.078766,189.0312500
-380.109009,283.802185,189.0312500
-380.109009,264.525574,189.0312500
-380.109009,245.248962,189.0312500
-380.109009,225.972382,189.0312500
-380.109009,206.695770,189.0312500
-380.109009,187.419189,189.0312500
-380.109009,168.142578,189.0312500
-380.109009,148.865967,189.0312500
-380.109009,129.589386,189.0312500
-380.109009,110.312782,189.0312500
-380.109009,91.036186,189.0312500
-380.109009,71.759590,190.0681760
-380.109009,52.482986,196.2366940
-380.109009,33.206390,197.0312500
-380.109009,13.929794,197.0312500
-380.109009,-5.346806,197.0312500
-380.109009,-24.623404,197.0312500
-380.109009,-43.900002,197.0312500+21.592449+0
-380.109009,-63.176598,197.0312500+20.454082+0
-380.109009,-82.453201,197.0312500+19.315714+0
-380.109009,-101.729797,197.0312500+18.177345+0
-380.109009,-121.006393,197.0312500+17.038979+0
-380.109009,-140.282990,197.0312500+15.900610+0
-380.109009,-159.559601,197.0312500+14.307401+0
-380.109009,-178.836182,197.0312500+14.887449+0
-380.109009,-198.112793,197.0312500+15.467500+0
-380.109009,-217.389374,197.0312500+15.987294+0
-380.109009,-236.665985,197.0312500+16.645012+0
-380.109009,-255.942566,197.0312500
-380.109009,-275.219177,197.0312500
-380.109009,-294.495789,197.0312500
-380.109009,-313.772369,197.0312500
-380.109009,-333.048950,197.0312500
-380.109009,-352.325562,197.0312500
-380.109009,-371.602173,197.0312500
-380.109009,-390.878754,197.0312500
-380.109009,-410.155365,197.0312500
-380.109009,-429.431946,197.0312500
-380.109009,-448.708557,197.0312500
-380.109009,-467.985138,197.0312500
-380.109009,-487.261749,197.0312500
-380.109009,-506.538361,197.0312500
-380.109009,-525.814941,197.0312500
-380.109009,-545.091553,197.0312500
-380.109009,-564.368164,197.0312500
-380.109009,-583.644775,199.1326140
-360.367310,919.929871,-16.8490830
-360.367310,900.653259,-16.8949790
-360.367310,881.376709,-16.9408760
-360.367310,862.100098,-16.9867730
-360.367310,842.823486,-16.8439200
-360.367310,823.546875,-16.6843950
-360.367310,804.270264,-16.5248680
-360.367310,784.993713,-16.3653450
-360.367310,341.631958,189.0312500
-360.367310,322.355377,189.0312500
-360.367310,303.078766,189.0312500
-360.367310,283.802185,189.0312500
-360.367310,264.525574,189.0312500
-360.367310,245.248962,189.0312500
-360.367310,225.972382,189.0312500
-360.367310,206.695770,189.0312500
-360.367310,187.419189,189.0312500
-360.367310,168.142578,189.0312500
-360.367310,148.865967,189.0312500
-360.367310,129.589386,189.0312500
-360.367310,110.312782,189.0312500
-360.367310,91.036186,189.0312500
-360.367310,71.759590,190.0681760
-360.367310,52.482986,196.2366940
-360.367310,33.206390,197.0312500
-360.367310,13.929794,197.0312500
-360.367310,-5.346806,197.0312500
-360.367310,-24.623404,197.0312500
-360.367310,-43.900002,197.0312500+22.361147+0
-360.367310,-63.176598,197.0312500+21.222780+0
-360.367310,-82.453201,197.0312500+20.084412+0
-360.367310,-101.729797,197.0312500+18.946045+0
-360.367310,-121.006393,197.0312500+17.807676+0
-360.367310,-140.282990,197.0312500+16.669308+0
-360.367310,-159.559601,197.0312500+15.544317+0
-360.367310,-178.836182,197.0312500+16.124367+0
-360.367310,-198.112793,197.0312500+16.704416+0
-360.367310,-217.389374,197.0312500+17.253744+0
-360.367310,-236.665985,197.0312500+17.911463+0
-360.367310,-255.942566,197.0312500+19.073570+0
-360.367310,-275.219177,197.0312500
-360.367310,-294.495789,197.0312500
-360.367310,-313.772369,197.0312500
-360.367310,-333.048950,197.0312500
-360.367310,-352.325562,197.0312500
-360.367310,-371.602173,197.0312500
-360.367310,-390.878754,197.0312500
-360.367310,-410.155365,197.0312500
-360.367310,-429.431946,197.0312500
-360.367310,-448.708557,197.0312500
-360.367310,-467.985138,197.0312500
-360.367310,-487.261749,197.0312500
-360.367310,-506.538361,197.0312500
-360.367310,-525.814941,197.0312500
-360.367310,-545.091553,197.0312500
-360.367310,-564.368164,197.0312500
-360.367310,-583.644775,202.1689760
-340.625610,919.929871,-10.8344090
-340.625610,900.653259,-11.1415100
-340.625610,881.376709,-11.4486080
-340.625610,862.100098,-11.7557090
-340.625610,842.823486,-12.0628090
-340.625610,823.546875,-12.3699090
-340.625610,804.270264,-12.6770100
-340.625610,784.993713,-12.9841100
-340.625610,322.355377,189.0312500
-340.625610,303.078766,189.0312500
-340.625610,283.802185,189.0312500
-340.625610,264.525574,189.0312500
-340.625610,245.248962,189.0312500
-340.625610,225.972382,189.0312500
-340.625610,206.695770,189.0312500
-340.625610,187.419189,189.0312500
-340.625610,168.142578,189.0312500
-340.625610,148.865967,189.0312500
-340.625610,129.589386,189.0312500
-340.625610,110.312782,189.0312500
-340.625610,91.036186,189.0312500
-340.625610,71.759590,194.0314480
-340.625610,52.482986,194.0314480
-340.625610,-5.346806,197.0312500
-340.625610,-24.623404,197.0312500
-340.625610,-43.900002,197.0312500+23.129845+0
-340.625610,-63.176598,197.0312500+21.991478+0
-340.625610,-82.453201,197.0312500+20.853109+0
-340.625610,-101.729797,197.0312500+19.714741+0
-340.625610,-121.006393,197.0312500+18.576374+0
-340.625610,-140.282990,197.0312500+17.438005+0
-340.625610,-159.559601,197.0312500+16.781235+0
-340.625610,-178.836182,197.0312500+17.361282+0
-340.625610,-198.112793,197.0312500+17.941334+0
-340.625610,-217.389374,197.0312500+19.062542+0
-340.625610,-236.665985,197.0312500+21.098927+0
-340.625610,-255.942566,197.0312500+23.135307+0
-340.625610,-333.048950,197.0312500
-340.625610,-352.325562,197.0312500
-340.625610,-371.602173,197.0312500
-340.625610,-390.878754,197.0312500
-340.625610,-410.155365,197.0312500
-340.625610,-429.431946,197.0312500
-340.625610,-448.708557,197.0312500
-340.625610,-467.985138,197.0312500
-340.625610,-487.261749,197.0312500
-340.625610,-506.538361,197.0312500
-320.883911,919.929871,-6.1913650
-320.883911,900.653259,-6.4984660
-320.883911,881.376709,-6.8055650
-320.883911,862.100098,-7.1126650
-320.883911,842.823486,-7.4197650
-320.883911,823.546875,-7.7268660
-320.883911,804.270264,-8.0339670
-320.883911,784.993713,-8.3410660
-320.883911,322.355377,189.0312500
-320.883911,303.078766,189.0312500
-320.883911,283.802185,189.0312500
-320.883911,264.525574,189.0312500
-320.883911,245.248962,189.0312500
-320.883911,225.972382,189.0312500
-320.883911,206.695770,189.0312500
-320.883911,-43.900002,23.4344120
-320.883911,-63.176598,21.6736580
-320.883911,-82.453201,19.9129070
-320.883911,-101.729797,17.6329400
-320.883911,-121.006393,17.9884760
-320.883911,-140.282990,18.3440130
-320.883911,-159.559601,18.6995470
-320.883911,-178.836182,19.0550840
-320.883911,-198.112793,19.4106200
-320.883911,-217.389374,19.9006770
-320.883911,-236.665985,21.1739270
-320.883911,-352.325562,197.0312500
-320.883911,-371.602173,197.0312500
-320.883911,-390.878754,197.0312500
-320.883911,-410.155365,197.0312500
-320.883911,-429.431946,197.0312500
-320.883911,-448.708557,197.0312500
-320.883911,-467.985138,197.0312500
-320.883911,-487.261749,197.0312500
-301.142212,919.929871,-1.5483160
-301.142212,900.653259,-1.8554160
-301.142212,881.376709,-2.1625160
-301.142212,862.100098,-2.4696160
-301.142212,842.823486,-2.7767170
-301.142212,823.546875,-3.0838170
-301.142212,804.270264,-3.3909180
-301.142212,784.993713,-3.6980170
-301.142212,322.355377,189.0312500
-301.142212,303.078766,189.0312500
-301.142212,283.802185,189.0312500
-301.142212,264.525574,189.0312500
-301.142212,245.248962,189.0312500
-301.142212,225.972382,189.0312500
-301.142212,206.695770,189.0312500
-301.142212,-43.900002,25.0762810
-301.142212,-63.176598,23.3155270
-301.142212,-82.453201,21.5547750
-301.142212,-101.729797,19.8789310
-301.142212,-121.006393,20.2344670
-301.142212,-140.282990,20.5900040
-301.142212,-159.559601,20.9455380
-301.142212,-178.836182,21.3010750
-301.142212,-198.112793,21.6566100
-301.142212,-217.389374,21.9207310
-301.142212,-236.665985,23.1939810
-301.142212,-352.325562,197.0312500
-301.142212,-371.602173,197.0312500
-301.142212,-390.878754,197.0312500
-301.142212,-410.155365,197.0312500
-301.142212,-429.431946,197.0312500
-301.142212,-448.708557,197.0312500
-301.142212,-467.985138,197.0312500
-301.142212,-487.261749,197.0312500
-281.400391,919.929871,3.0947580
-281.400391,900.653259,2.7876570
-281.400391,881.376709,2.4805580
-281.400391,862.100098,2.1734580
-281.400391,842.823486,1.8663570
-281.400391,823.546875,1.5592570
-281.400391,804.270264,1.2521570
-281.400391,784.993713,0.9450570
-281.400391,341.631958,189.0312500
-281.400391,322.355377,189.0312500
-281.400391,303.078766,189.0312500
-281.400391,283.802185,189.0312500
-281.400391,264.525574,189.0312500
-281.400391,-43.900002,26.7181610
-281.400391,-63.176598,24.9574070
-281.400391,-82.453201,23.1966550
-281.400391,-101.729797,22.1249350
-281.400391,-121.006393,22.4804710
-281.400391,-140.282990,22.8360060
-281.400391,-159.559601,23.1915440
-281.400391,-178.836182,23.5470790
-281.400391,-198.112793,23.9026150
-281.400391,-217.389374,23.9408000
-281.400391,-236.665985,25.2140500
-281.400391,-352.325562,197.0312500
-281.400391,-371.602173,197.0312500
-281.400391,-390.878754,197.0312500
-281.400391,-410.155365,197.0312500
-281.400391,-429.431946,197.0312500
-281.400391,-448.708557,197.0312500
-281.400391,-467.985138,197.0312500
-281.400391,-487.261749,197.0312500
-281.400391,-506.538361,197.0312500
-261.658691,919.929871,7.7378050
-261.658691,900.653259,7.4307050
-261.658691,881.376709,7.1236060
-261.658691,862.100098,6.8165050
-261.658691,842.823486,6.5094050
-261.658691,823.546875,6.2023040
-261.658691,804.270264,5.8952040
-261.658691,784.993713,5.5881040
-261.658691,360.908569,189.0312500
-261.658691,341.631958,189.0312500
-261.658691,322.355377,189.0312500
-261.658691,303.078766,189.0312500
-261.658691,283.802185,189.0312500
-261.658691,264.525574,189.0312500
-261.658691,245.248962,189.0312500
-261.658691,225.972382,189.0312500
-261.658691,206.695770,189.0312500
-261.658691,187.419189,189.0312500
-261.658691,168.142578,189.0312500
-261.658691,148.865967,189.0312500
-261.658691,129.589386,189.0312500
-261.658691,110.312782,189.0312500
-261.658691,13.929794,30.3808040
-261.658691,-5.346806,29.2402520
-261.658691,-24.623404,28.0996990
-261.658691,-43.900002,26.9591460
-261.658691,-63.176598,25.8185940
-261.658691,-82.453201,24.6780410
-261.658691,-101.729797,24.3709260
-261.658691,-121.006393,24.7264610
-261.658691,-140.282990,25.0819970
-261.658691,-159.559601,25.4375340
-261.658691,-178.836182,25.7930700
-261.658691,-198.112793,26.1486050
-261.658691,-217.389374,25.2801780
-261.658691,-236.665985,28.8374420
-261.658691,-255.942566,31.0297930
-261.658691,-352.325562,197.0312500
-261.658691,-371.602173,197.0312500
-261.658691,-390.878754,197.0312500
-261.658691,-410.155365,197.0312500
-261.658691,-429.431946,197.0312500
-261.658691,-448.708557,197.0312500
-261.658691,-467.985138,197.0312500
-261.658691,-487.261749,197.0312500
-261.658691,-506.538361,197.0312500
-241.916992,919.929871,12.3808530
-241.916992,900.653259,12.0737520
-241.916992,881.376709,11.7666530
-241.916992,862.100098,11.4595530
-241.916992,842.823486,11.1524520
-241.916992,823.546875,10.8453520
-241.916992,804.270264,10.5382520
-241.916992,784.993713,10.2311520
-241.916992,360.908569,189.0312500
-241.916992,341.631958,189.0312500
-241.916992,322.355377,189.0312500
-241.916992,303.078766,189.0312500
-241.916992,283.802185,189.0312500
-241.916992,264.525574,189.0312500
-241.916992,245.248962,189.0312500
-241.916992,225.972382,189.0312500
-241.916992,206.695770,189.0312500
-241.916992,187.419189,189.0312500
-241.916992,168.142578,189.0312500
-241.916992,148.865967,189.0312500
-241.916992,129.589386,189.0312500
-241.916992,110.312782,189.0312500
-241.916992,13.929794,32.6205830
-241.916992,-5.346806,31.4800300
-241.916992,-24.623404,30.3394780
-241.916992,-43.900002,29.1989250
-241.916992,-63.176598,28.0583720
-241.916992,-82.453201,26.9178200
-241.916992,-101.729797,26.6169170
-241.916992,-121.006393,26.9724520
-241.916992,-140.282990,27.3279880
-241.916992,-159.559601,27.6835250
-241.916992,-178.836182,28.0390610
-241.916992,-198.112793,28.3945960
-241.916992,-217.389374,27.3720320
-241.916992,-236.665985,29.9600030
-241.916992,-255.942566,32.1523510
-241.916992,-352.325562,197.0312500
-241.916992,-371.602173,197.0312500
-241.916992,-390.878754,197.0312500
-241.916992,-410.155365,197.0312500
-241.916992,-429.431946,197.0312500
-241.916992,-448.708557,197.0312500
-241.916992,-467.985138,197.0312500
-241.916992,-487.261749,197.0312500
-241.916992,-506.538361,197.0312500
-222.175293,919.929871,17.0238990
-222.175293,900.653259,16.7167990
-222.175293,881.376709,16.4096980
-222.175293,862.100098,16.1026000
-222.175293,842.823486,15.7954980
-222.175293,823.546875,15.4883980
-222.175293,804.270264,15.1812970
-222.175293,784.993713,14.8741980
-222.175293,360.908569,189.0312500
-222.175293,341.631958,189.0312500
-222.175293,322.355377,189.0312500
-222.175293,303.078766,189.0312500
-222.175293,283.802185,189.0312500
-222.175293,264.525574,189.0312500
-222.175293,187.419189,189.0312500
-222.175293,168.142578,189.0312500
-222.175293,148.865967,189.0312500
-222.175293,129.589386,189.0312500
-222.175293,110.312782,189.0312500
-222.175293,91.036186,189.0312500
-222.175293,71.759590,189.0312500
-222.175293,52.482986,189.0312500
-222.175293,13.929794,34.8603630
-222.175293,-5.346806,33.7198100
-222.175293,-24.623404,32.5792580
-222.175293,-43.900002,31.4387050
-222.175293,-63.176598,30.2981530
-222.175293,-82.453201,29.1576000
-222.175293,-101.729797,28.5359270
-222.175293,-121.006393,28.5947510
-222.175293,-140.282990,28.6535740
-222.175293,-159.559601,28.7123970
-222.175293,-178.836182,28.7712190
-222.175293,-198.112793,28.8300440
-222.175293,-217.389374,28.8888660
-222.175293,-236.665985,31.0825630
-222.175293,-255.942566,33.2749140
-222.175293,-390.878754,197.0312500
-222.175293,-410.155365,197.0312500
-222.175293,-429.431946,197.0312500
-222.175293,-448.708557,197.0312500
-222.175293,-467.985138,197.0312500
-222.175293,-487.261749,197.0312500
-222.175293,-506.538361,197.0312500
-202.433594,919.929871,21.6669450
-202.433594,900.653259,21.3598440
-202.433594,881.376709,21.0527460
-202.433594,862.100098,20.7456460
-202.433594,842.823486,20.4385450
-202.433594,823.546875,20.1314450
-202.433594,804.270264,19.8243450
-202.433594,784.993713,19.5172440
-202.433594,360.908569,189.0312500
-202.433594,341.631958,189.0312500
-202.433594,322.355377,189.0312500
-202.433594,303.078766,189.0312500
-202.433594,283.802185,189.0312500
-202.433594,264.525574,189.0312500
-202.433594,187.419189,189.0312500
-202.433594,168.142578,189.0312500
-202.433594,148.865967,189.0312500
-202.433594,129.589386,189.0312500
-202.433594,110.312782,189.0312500
-202.433594,91.036186,189.0312500
-202.433594,71.759590,189.0312500
-202.433594,52.482986,189.0312500
-202.433594,13.929794,37.1001430
-202.433594,-5.346806,35.9595910
-202.433594,-24.623404,34.8190380
-202.433594,-43.900002,33.6784860
-202.433594,-63.176598,32.5379330
-202.433594,-82.453201,31.3973790
-202.433594,-101.729797,30.4095860
-202.433594,-121.006393,30.4684100
-202.433594,-140.282990,30.5272330
-202.433594,-159.559601,30.5860560
-202.433594,-178.836182,30.6448780
-202.433594,-198.112793,30.7037030
-202.433594,-217.389374,30.7625260
-202.433594,-236.665985,32.2051240
-202.433594,-255.942566,34.3974760
-202.433594,-390.878754,197.0312500
-202.433594,-410.155365,197.0312500
-202.433594,-429.431946,197.0312500
-202.433594,-448.708557,197.0312500
-202.433594,-467.985138,197.0312500
-202.433594,-487.261749,197.0312500
-202.433594,-506.538361,197.0312500
-182.691895,919.929871,26.3099920
-182.691895,900.653259,26.0028920
-182.691895,881.376709,25.6957930
-182.691895,862.100098,25.3886930
-182.691895,842.823486,25.0815930
-182.691895,823.546875,24.7744920
-182.691895,804.270264,24.4673920
-182.691895,784.993713,24.1602920
-182.691895,322.355377,189.0312500
-182.691895,303.078766,189.0312500
-182.691895,283.802185,189.0312500
-182.691895,264.525574,189.0312500
-182.691895,187.419189,189.0312500
-182.691895,168.142578,189.0312500
